1	error	error	339.3004981	354.7243969	292.6286835	324.7280403	1110.05	1224.796667	482.2414583	503.907805	113.8227	123.6158667	348.8641854	353.7994523	453.9264639	492.1259843	none	none
2	106.5616667	109.642	305.5100261	348.4927688	289.8550725	297.2710517	1153.553333	1212.29	703.8544241	737.3290011	127.3776	140.9217333	354.6992328	361.2876654	497.5124378	508.9058524	none	none
4	38.21733333	39.054	326.4603899	338.1389929	306.1911858	319.0097936	1264.17	1305.863333	1313.847515	1340.547714	278.1437	298.46365	358.29516	363.8579862	479.4438451	486.1744151	none	none
8	18.42166667	19.75766667	566.7661105	577.8776864	303.4809262	317.1079753	1417.72	1429.36	2608.629019	2633.568562	none	none	379.0794577	391.695948	453.3091568	464.4412192	511.8828749	12.46295
16	11.636	12.072	1133.527403	1157.517097	311.3583527	315.4574132	2565.083333	2580.336667	5200.123503	5258.62579	none	none	390.3999672	402.1312453	502.0395356	537.3274675	none	none
32	none	none	none	none	none	none	none	none	none	none	none	none	745.599912	756.0388902	960.8455441	1025.148166	none	none
