1	error	error	2947.24	2819.09	3417.3	3079.5	866.87	806.41	2073.65	1984.49	8785.593735	8089.576419	2866.445	2826.46	2203	2032	none	none
2	361.8562022	351.6900458	6546.43	5739	3450	3363.933333	1658.425	1566.316667	2841.496667	2712.493333	15701.3478	14192.27505	5638.58	5535.755	4020	3930	none	none
4	1008.966263	987.3508475	12252.635	11829.455	3265.933333	3134.7	3006.63	2833.11	3044.493333	2983.855	14381.05555	13401.96704	11163.98	10993.3	8343	8227.5	none	none
8	2093.18737	1951.647462	14115.17	13843.76	3295.1	3153.5	3853.164327	3728.285772	3066.745	3037.703333	none	none	21103.755	20424.005	17648	17225	19925.34737	17614
16	3313.853558	3194.168323	14115.23	13822.69	3211.733333	3170	4014.347513	3881.987578	3076.85	3042.62	none	none	40983.61	39788.005	31870	29777	none	none
32	none	none	none	none	none	none	none	none	none	none	none	none	42918.46	42325.865	33304	31215	none	none
